,numero,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_operacionales_2018,ganancia_perdida_2018,total_activos_2018,total_pasivos_2018,total_patrimonio_2018,ingresos_operacionales_2017,ganancia_perdida_2017,total_activos_2017,total_pasivos_2017,total_patrimonio_2017,grupo_en_niif
755,756,830068119,VITALIS SACI,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,176045003.0,1487269.0,231190508.0,147709488.0,83481020.0,119694853.0,-7190693.0,231373596.0,172798219.0,58575377.0,NIIF PLENAS-GRUPO 1
756,757,860000656,HMV INGENIEROS LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,M7110 - Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,SERVICIOS,175849339.0,4073702.0,190162295.0,103676644.0,86485651.0,205423352.0,10251389.0,199554124.0,116690231.0,82863893.0,NIIF PLENAS-GRUPO 1
757,758,890301054,TORRECAFE AGUILA ROJA Y CIA SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,C1062 - Descafeinado tostion y molienda del cafe,MANUFACTURA,175510822.0,15261406.0,192892233.0,46670187.0,146222046.0,170713909.0,13727278.0,196014333.0,27933890.0,168080443.0,NIIF PYMES-GRUPO 2
758,759,890900535,KELLOGG DE COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboracion de otros productos alimenticios n.c.p.,MANUFACTURA,175349618.0,5205511.0,130011216.0,54242767.0,75768449.0,186957999.0,4301584.0,137510528.0,66947590.0,70562938.0,NIIF PLENAS-GRUPO 1
759,760,890306372,ELECTROJAPONESA SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4644 - Comercio al por mayor de aparatos y equipo de uso domestico,COMERCIO,174926713.0,1228437.0,139724265.0,113752015.0,25972250.0,192873712.0,1859108.0,126374542.0,107862315.0,18512227.0,NIIF PYMES-GRUPO 2
760,761,860001584,MECANELECTRO SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4719 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general) bebidas y tabaco,COMERCIO,174884634.0,7959557.0,204405388.0,90155195.0,114250193.0,165163712.0,4938538.0,190376706.0,84086078.0,106290628.0,NIIF PLENAS-GRUPO 1
761,762,890922586,Texcomercial - Texco SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,174826631.0,1675031.0,60003090.0,34663560.0,25339530.0,180784858.0,63328.0,70511783.0,46973878.0,23537905.0,NIIF PLENAS-GRUPO 1
762,850,900386417,IDEMIA COLOMBIA SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C1811 - Actividades de impresion,MANUFACTURA,155849872.0,23905578.0,148532883.0,60826295.0,87706588.0,123984233.0,11645316.0,114687262.0,39770253.0,74917009.0,NIIF PLENAS-GRUPO 1
763,763,800125639,KENWORTH DE LA MONTAÑA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4530 - Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,COMERCIO,174717255.0,-3390349.0,283114889.0,181605891.0,101508998.0,150572185.0,-2082663.0,233140437.0,142372529.0,90767908.0,NIIF PLENAS-GRUPO 1
764,764,800023551,CI INTERAMERICAN CONMINAS SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,174690963.0,-1302977.0,99855736.0,77163336.0,22692400.0,123517610.0,967.0,77695068.0,59991160.0,17703908.0,NIIF PLENAS-GRUPO 1
765,765,835001216,EL GRAN LANGOSITNO SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4723 - Comercio al por menor de carnes (incluye aves de corral) productos carnicos pescados y productos de mar en establecimientos especializados,COMERCIO,174378062.0,5164948.0,58232518.0,39834353.0,18398165.0,153801758.0,3261405.0,41083998.0,27850781.0,13233217.0,NIIF PYMES-GRUPO 2
766,766,830013774,INDRA COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6201 - Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),SERVICIOS,174308948.0,10094733.0,131608049.0,75698586.0,55909463.0,139960811.0,7289356.0,99621373.0,53806642.0,45814731.0,NIIF PLENAS-GRUPO 1
768,768,800198591,BRANCH OF MICROSOFT COLOMBIA INC,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6201 - Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),SERVICIOS,174023420.0,16755974.0,88614432.0,66912059.0,21702373.0,171018093.0,15094560.0,73836593.0,53795634.0,20040959.0,NIIF PLENAS-GRUPO 1
769,769,890302629,CONSTRUCTORA MELENDEZ S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,173928402.0,1735105.0,303076668.0,216354362.0,86722306.0,103994243.0,-3877247.0,261565025.0,174899120.0,86665905.0,NIIF PLENAS-GRUPO 1
770,770,860036884,ERNST & YOUNG SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,M6920 - Actividades de contabilidad teneduria de libros auditoria financiera y asesoria tributaria,SERVICIOS,173537850.0,19271490.0,66423060.0,35990057.0,30433003.0,143818004.0,15388128.0,60139257.0,36372049.0,23767208.0,NIIF PLENAS-GRUPO 1
771,771,830039568,ASTRAZENECA COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,173519760.0,7107676.0,110225012.0,79412669.0,30812343.0,164944155.0,9524504.0,91033081.0,67328414.0,23704667.0,NIIF PLENAS-GRUPO 1
772,772,860030605,FIRMENICH S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,173241934.0,11342771.0,130151565.0,98941560.0,31210005.0,186740257.0,12632707.0,122729281.0,96862047.0,25867234.0,NIIF PLENAS-GRUPO 1
773,773,800208785,CONGELADOS AGRICOLAS SA CONGELAGRO SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1020 - Procesamiento y conservacion de frutas legumbres hortalizas y tuberculos,MANUFACTURA,173221605.0,8937508.0,96861889.0,28650371.0,68211518.0,160524614.0,3475244.0,88330377.0,29056367.0,59274010.0,NIIF PLENAS-GRUPO 1
774,774,900402080,FRESENIUS KABI COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,172850853.0,5855619.0,134083697.0,66047663.0,68036034.0,132800688.0,12270628.0,118325592.0,56304058.0,62021534.0,NIIF PLENAS-GRUPO 1
775,775,890802586,ARME S.A.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,CHINCHINA-CALDAS,C2599 - Fabricacion de otros productos elaborados de metal n.c.p.,MANUFACTURA,172718463.0,468317.0,100649549.0,70265382.0,30384167.0,168206449.0,984803.0,100920507.0,70380183.0,30540324.0,NIIF PLENAS-GRUPO 1
776,776,900078103,COMBUSTIBLES HYR LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,172293640.0,1082934.0,56796624.0,43775663.0,13020961.0,171946631.0,251942.0,56488797.0,44853515.0,11635282.0,NIIF PYMES-GRUPO 2
777,777,890400080,CABOT COLOMBIANA S.A.,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,C1921 - Fabricacion de productos de la refinacion del petroleo,MANUFACTURA,171966761.0,7610398.0,117220999.0,60630123.0,56590876.0,123372794.0,1829160.0,105649580.0,56669102.0,48980478.0,NIIF PLENAS-GRUPO 1
778,778,890318919,VALLECILLA B Y VALLECILLA M,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4690 - Comercio al por mayor no especializado,COMERCIO,171932667.0,5257425.0,240990617.0,158660919.0,82329698.0,156394483.0,9451316.0,221227555.0,142937865.0,78289690.0,NIIF PLENAS-GRUPO 1
779,779,830022462,ORICA COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2012 - Fabricacion de abonos y compuestos inorganicos nitrogenados,MANUFACTURA,171751528.0,10892036.0,121216309.0,59913348.0,61302961.0,152902764.0,9452261.0,94648002.0,27865023.0,66782979.0,NIIF PLENAS-GRUPO 1
780,780,890903910,RADIO CADENA NACIONAL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6010 - Actividades de programacion y transmision en el servicio de radiodifusion sonora,SERVICIOS,171339737.0,-71165118.0,346774331.0,56382640.0,290391691.0,168319727.0,-35020815.0,417612566.0,51122127.0,366490439.0,NIIF PLENAS-GRUPO 1
781,781,800175457,PANAMERICANA FORMAS E IMPRESOS S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1811 - Actividades de impresion,MANUFACTURA,171156740.0,9950053.0,292907667.0,62276692.0,230630975.0,158478145.0,8287964.0,338770091.0,118089169.0,220680922.0,NIIF PYMES-GRUPO 2
782,782,811020804,CONALTURA CONSTRUCCION Y VIVIENDA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,170784845.0,6190119.0,393218707.0,305245355.0,87973352.0,104873390.0,9772833.0,280266071.0,196553254.0,83712817.0,NIIF PLENAS-GRUPO 1
783,783,860013704,"""GASES INDUSTRIALES DE COLOMBIA S.A. """,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2011 - Fabricacion de sustancias y productos quimicos basicos,MANUFACTURA,170480929.0,16735538.0,274570249.0,69725345.0,204844904.0,170569605.0,14882613.0,268644719.0,70148994.0,198495725.0,NIIF PLENAS-GRUPO 1
784,784,800057310,NEC DE COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,169736724.0,2054386.0,192019749.0,186137430.0,5882319.0,169365876.0,-36572616.0,170817008.0,164608927.0,6208081.0,NIIF PLENAS-GRUPO 1
785,785,890480110,CCF CARTAGENA,SUPERSALUD,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,169609238.17,-5119889.38,113042614.55,213765822.81,-100723208.26,165159851.12,-18707036.06,121003801.34,224226538.54,-103222737.2,NIIF PYMES-GRUPO 2
786,786,900521357,JMV CONSTRUKTORA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,169583639.0,13233737.0,141324914.0,115454065.0,25870849.0,179179.0,179179.0,77442922.0,62070916.0,15372006.0,NIIF PYMES-GRUPO 2
787,787,800059030,AGRICOLA EL RETIRO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,A0122 - Cultivo de platano y banano,AGROPECUARIO,169163843.0,2266043.0,296170308.0,109373864.0,186796444.0,165260176.0,16515939.0,269948275.0,85417874.0,184530401.0,NIIF PLENAS-GRUPO 1
788,788,830126395,Americas Business Process Services S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,169064685.0,-3922017.0,71277088.0,31953417.0,39323671.0,166778894.0,-4755059.0,70939058.0,27574365.0,43364693.0,NIIF PLENAS-GRUPO 1
789,789,800015583,COLSOF S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4741 - Comercio al por menor de computadores equipos perifericos programas de informatica y equipos de telecomunicaciones en establecimientos especializados,COMERCIO,169035647.0,3683302.0,76290359.0,46492553.0,29797806.0,134898525.0,2297624.0,84110754.0,59944083.0,24166671.0,NIIF PYMES-GRUPO 2
790,790,900255181,HOGAR Y MODA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4754 - Comercio al por menor de electrodomesticos y gasodomesticos de uso domestico muebles y equipos de iluminacion,COMERCIO,168961103.0,9588410.0,150023240.0,100947812.0,49075428.0,152984878.0,5050229.0,115226095.0,75709639.0,39516456.0,NIIF PYMES-GRUPO 2
791,791,800248617,"""RUQUIM S.A.S.",SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,SOLEDAD-ATLANTICO,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,168776277.0,3481855.0,34926725.0,17923325.0,17003400.0,166783328.0,2238567.0,37447668.0,23926123.0,13521545.0,NIIF PYMES-GRUPO 2
792,792,800067861,COMPAÑIA IBEROAMERICANA DE PLASTICOS  SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,MADRID-CUNDINAMARCA,C2229 - Fabricacion de articulos de plastico n.c.p.,MANUFACTURA,168642423.0,20696073.0,346022786.0,96307518.0,249715268.0,139413821.0,12132780.0,338285084.0,109266957.0,229018127.0,NIIF PLENAS-GRUPO 1
793,793,890323239,SUMMAR TEMPORALES SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,167434787.0,827511.0,25925152.0,20098759.0,5826393.0,141689521.0,323266.0,21175307.0,15864064.0,5311243.0,NIIF PLENAS-GRUPO 1
794,794,900054711,"""EPK KIDS SMART SAS",SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,COMERCIO,166907747.0,5323017.0,173815098.0,111760099.0,62054999.0,157169567.0,15648706.0,167178724.0,110446742.0,56731982.0,NIIF PLENAS-GRUPO 1
795,795,860001963,PROTELA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1312 - Tejeduria de productos textiles,MANUFACTURA,166810967.0,-539405.0,364709611.0,150611087.0,214098524.0,151593111.0,-8385110.0,363376697.0,148822710.0,214553987.0,NIIF PLENAS-GRUPO 1
796,796,800166199,DELTEC SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,M7110 - Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,SERVICIOS,166490109.0,8341642.0,122378775.0,73402679.0,48976096.0,139364878.0,3753866.0,99476951.0,57537215.0,41939736.0,NIIF PYMES-GRUPO 2
797,797,900087151,CARTAGENA II SA,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,166313412.0,149373250.0,1126924945.0,191303360.0,935621585.0,212681279.0,184698570.0,1148642597.0,130906520.0,1017736077.0,NIIF PLENAS-GRUPO 1
798,798,900913341,NUEVO AEROPUERTO DE BARRANQUILLA SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,SOLEDAD-ATLANTICO,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,166228341.0,5906967.0,72730280.0,62232211.0,10498069.0,66382323.0,2683199.0,60063919.0,55472818.0,4591101.0,NIIF PYMES-GRUPO 2
799,799,800136561,URBANIZADORA SANTAFE DE BOGOTA URBANSA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,166196236.0,18389825.0,350914861.0,223141352.0,127773509.0,125289867.0,11831560.0,263546422.0,144620703.0,118925719.0,NIIF PLENAS-GRUPO 1
800,800,890206051,ORGANIZACION SERVICIOS Y ASESORIAS SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,165231433.0,1409432.0,30817051.0,18385307.0,12431744.0,160064868.0,1600304.0,28342779.0,16563612.0,11779167.0,NIIF PYMES-GRUPO 2
801,801,900020155,INVERSIONES MERCA Z SA,SUPERSOCIEDADES,Costa Pacifica,NARIÑO,TUMACO-NARINO,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,165191905.0,2486362.0,30068290.0,20802927.0,9265363.0,168151583.0,1635407.0,31226810.0,23953276.0,7273534.0,NIIF PYMES-GRUPO 2
802,802,860502105,IN BOND GEMA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,164945152.0,-12983735.0,103888593.0,115698264.0,-11809671.0,190552280.0,-5186139.0,121184492.0,120010428.0,1174064.0,NIIF PLENAS-GRUPO 1
803,803,805029321,CARIBE SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,JAMUNDI-VALLE,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,164939526.0,1687343.0,41628958.0,25353997.0,16274961.0,150921479.0,1052587.0,39791727.0,25204110.0,14587617.0,NIIF PLENAS-GRUPO 1
804,804,830106920,LABORATORIOS BIOPAS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,164900207.0,6565888.0,181124611.0,112036247.0,69088364.0,175970644.0,6190161.0,159598644.0,97076166.0,62522478.0,NIIF PLENAS-GRUPO 1
805,805,811021654,Internexa S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,J6110 - Actividades de telecomunicaciones alambricas,SERVICIOS,164180940.0,-64222838.0,375329639.0,303074981.0,72254658.0,171608722.0,-8373079.0,451864235.0,298814272.0,153049963.0,NIIF PLENAS-GRUPO 1
806,806,900129967,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,163941135.0,13423278.0,859871572.0,71577887.0,788293685.0,141981009.0,144659773.0,787201402.0,67122688.0,720078714.0,NIIF PLENAS-GRUPO 1
807,807,809002625,INTERNACIONAL DE ELECTRICOS S.A.S.,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,G4752 - Comercio al por menor de articulos de ferreteria pinturas y productos de vidrio en establecimientos especializados,COMERCIO,163908181.0,4484641.0,90858783.0,39903219.0,50955564.0,152164751.0,4499258.0,82281446.0,35380022.0,46901424.0,NIIF PLENAS-GRUPO 1
808,808,860020308,COMESTIBLES RICOS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboracion de otros productos alimenticios n.c.p.,MANUFACTURA,163791840.0,10309550.0,108743809.0,42274927.0,66468882.0,154273335.0,10379045.0,100416550.0,36813197.0,63603353.0,NIIF PYMES-GRUPO 2
810,810,830058533,HUNTSMAN COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4664 - Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,COMERCIO,163133808.0,16273842.0,116149365.0,20894751.0,95254614.0,156237202.0,6970482.0,112488238.0,33512780.0,78975458.0,NIIF PLENAS-GRUPO 1
811,811,811000761,MINERA EL ROBLE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,B0729 - Extraccion de otros minerales metaliferos no ferrosos n.c.p.,MINERO-HIDROCARBUROS,162789025.0,21831342.0,122919097.0,64170138.0,58748959.0,171755483.0,9368542.0,99905351.0,50561908.0,49343443.0,NIIF PLENAS-GRUPO 1
812,812,900058852,DIALSA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,162420776.0,2035580.0,52825848.0,36679350.0,16146498.0,154006772.0,861525.0,55516338.0,41405420.0,14110918.0,NIIF PYMES-GRUPO 2
813,813,890905022,CONVEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,162338925.0,1709618.0,105169802.0,66221465.0,38948337.0,179681409.0,5087009.0,75549569.0,36838738.0,38710831.0,NIIF PLENAS-GRUPO 1
814,814,900453688,RECAUDO BOGOTA SAS - EN REORGANIZACION,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,H4921 - Transporte de pasajeros,SERVICIOS,162030416.0,-8555653.0,531113382.0,508435452.0,22677930.0,153378558.0,-3859231.0,482381205.0,459034902.0,23346303.0,NIIF PLENAS-GRUPO 1
815,815,860000762,LADRILLERA SANTAFE S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2392 - Fabricacion de materiales de arcilla para la construccion,MANUFACTURA,161985936.0,-5410824.0,433456455.0,140052803.0,293403652.0,163417404.0,-1072619.0,442603839.0,133256248.0,309347591.0,NIIF PYMES-GRUPO 2
816,816,901089852,Agregados Argos S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,161750948.0,2097705.0,52396592.0,46446604.0,5949988.0,57625732.0,-2402838.0,32728051.0,28830889.0,3897162.0,NIIF PLENAS-GRUPO 1
817,817,900447078,MOTA ENGIL ENGENHARIA E CONSTRUCAO S.A SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,161548976.0,8051517.0,210610710.0,207292954.0,3317756.0,77944958.0,702176.0,143677174.0,148410935.0,-4733761.0,NIIF PLENAS-GRUPO 1
818,818,800169352,MERCADEO Y MODA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1410 - Confeccion de prendas de vestir excepto prendas de piel,MANUFACTURA,161494942.0,-2865646.0,209884291.0,171186477.0,38697814.0,158843029.0,-1873880.0,215382755.0,177737710.0,37645045.0,NIIF PLENAS-GRUPO 1
819,819,860020369,SU OPORTUNO SERVICIO LTDA,SUPERVIGILANCIA,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,N8010 - Actividades de seguridad privada,SERVICIOS,161466190.0,3467559.0,67014328.0,32303645.0,34710683.0,145813203.0,2394433.0,68775128.0,28966660.0,39808468.0,NIIF PLENAS-GRUPO 1
820,820,900103833,CI METALES LA UNION SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS-QUEBRADAS-RISARALDA,G4665 - Comercio al por mayor de desperdicios desechos y chatarra,COMERCIO,161333515.0,5097608.0,26070015.0,17773786.0,8296229.0,177590684.0,4532173.0,20109059.0,12831482.0,7277577.0,NIIF PYMES-GRUPO 2
821,821,890932424,SP INGENIEROS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,161330160.0,27222100.0,466151253.0,202138565.0,264012688.0,211700785.0,8696120.0,370108777.0,147450827.0,222657950.0,NIIF PLENAS-GRUPO 1
822,822,891301549,NUTRIENTES AVICOLAS SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,A0145 - Cria de aves de corral,AGROPECUARIO,160917223.0,2046237.0,169300086.0,117708981.0,51591105.0,156733385.0,1785358.0,144919469.0,99333799.0,45585670.0,NIIF PLENAS-GRUPO 1
823,823,800121199,HIERROS HB SA,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS-QUEBRADAS-RISARALDA,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,160830511.0,3870800.0,52191023.0,36473728.0,15717295.0,135985431.0,3070328.0,44814895.0,30930145.0,13884750.0,NIIF PLENAS-GRUPO 1
824,824,805009691,JGB S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,160642022.0,-14676631.0,103793317.0,65108773.0,38684544.0,179433778.0,6139326.0,113542443.0,54613485.0,58928958.0,NIIF PYMES-GRUPO 2
825,825,801002644,MATERIALES EMO S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,160523238.0,3982958.0,139759196.0,89997905.0,49761291.0,168713662.0,7823773.0,112558799.0,66780021.0,45778778.0,NIIF PLENAS-GRUPO 1
826,826,860006127,CI SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1030 - Elaboracion de aceites y grasas de origen vegetal y animal,MANUFACTURA,160108905.0,9563709.0,115687198.0,38512355.0,77174843.0,144130814.0,9058252.0,112048834.0,41492134.0,70556700.0,NIIF PYMES-GRUPO 2
